module_name,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.24813725054264069
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.5341976284980774
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5452072620391846
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.999906063079834
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.6625795364379883
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.9898281097412109
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.08351611346006393
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.866717517375946
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.4062480032444
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.45037704706192017
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.28271549940109253
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.19839651882648468
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.1582387238740921
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.4135762155056
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.41663146018981934
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.47319427132606506
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.24765720963478088
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.5335413813591003
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5491600036621094
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.99834805727005
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.6882261037826538
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,1.004512906074524
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.06723824888467789
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.8845413327217102
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.41235125064849854
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.4544040262699127
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.2820904850959778
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.1997484415769577
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.15673059225082397
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.4124368131160736
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.4158994257450104
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.47403520345687866
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.24718528985977173
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.5328525304794312
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5532569885253906
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.9964121580123901
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.7184211611747742
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,1.0213234424591064
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04813558980822563
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.9043971300125122
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.41887807846069336
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.4595756232738495
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.2814769744873047
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.2013023942708969
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.1552821397781372
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.411571204662323
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.415506511926651
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4748977720737457
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.2467391937971115
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.5321424007415771
