module_name,FirstFrame_sim,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18840108811855316,0.25202709436416626
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.29995936155319214,0.5407823920249939
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3151845335960388,0.5443658828735352
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7107194662094116,1.0050851106643677
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3464249074459076,0.7000354528427124
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.712230384349823,1.0411852598190308
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.11043760180473328,-0.07939080893993378
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5833712816238403,0.8958011269569397
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.17212608456611633,0.41397151350975037
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.1688293069601059,0.450668603181839
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.15165989100933075,0.28607064485549927
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.07802245765924454,0.20462115108966827
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.09257764369249344,0.16377906501293182
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3019043803215027,0.4124012589454651
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3053479790687561,0.41615182161331177
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4221042990684509,0.47080639004707336
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18792332708835602,0.2515391409397125
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.29935428500175476,0.5400460362434387
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3195517659187317,0.5483136177062988
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.709531307220459,1.0036855936050415
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3618420660495758,0.7246794104576111
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.7191383838653564,1.0541770458221436
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.09865006804466248,-0.06283996254205704
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5975350737571716,0.9114753007888794
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.17706219851970673,0.42050352692604065
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.17249393463134766,0.4543941915035248
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.1511981040239334,0.28533098101615906
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.07899902760982513,0.20522978901863098
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.09208653122186661,0.16299277544021606
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.300710529088974,0.4107888638973236
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3049168288707733,0.41523477435112
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.42315176129341125,0.47160962224006653
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.1874501258134842,0.2510557472705841
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2987145781517029,0.5392477512359619
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.32423603534698486,0.5524994134902954
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7080574035644531,1.0019437074661255
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3802872896194458,0.7536824941635132
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.7268026471138,1.0687484741210938
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.08460576832294464,-0.04311281442642212
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.6130863428115845,0.9287689924240112
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.1824152171611786,0.4276515245437622
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.1766398549079895,0.45868974924087524
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.15071184933185577,0.2844475209712982
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.08018025755882263,0.2060084342956543
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.09156079590320587,0.16225269436836243
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.29986900091171265,0.4095555245876312
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.30431047081947327,0.4140630066394806
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.424269437789917,0.47239798307418823
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.1869833618402481,0.2505897283554077
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.29804253578186035,0.5383903980255127
