module_name,FirstFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12838737666606903
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6252886652946472
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.47432878613471985
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5844049453735352
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5258817076683044
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4588288962841034
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.050812043249607086
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.37452301383018494
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.23830260336399078
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.21886137127876282
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.37459638714790344
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.450908899307251
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3658744692802429
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.36033520102500916
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.4189929962158203
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.40665850043296814
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12791335582733154
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6252421140670776
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.47914743423461914
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5816164612770081
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5333282351493835
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.46764659881591797
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04621304199099541
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.386054128408432
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.24781353771686554
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.22074837982654572
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3745121359825134
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4503788948059082
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3649740517139435
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3593921959400177
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.41863447427749634
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.40605321526527405
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12736469507217407
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6251738667488098
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4840635359287262
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5785516500473022
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5428188443183899
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.47788843512535095
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04072394594550133
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.39894989132881165
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.2581161856651306
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.22268065810203552
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.37433990836143494
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4503534734249115
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3642515242099762
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.35880792140960693
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.41779768466949463
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.40529319643974304
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12670160830020905
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6250718235969543
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4888412356376648
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5751869082450867
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5547178983688354
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.48987191915512085
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.03421883285045624
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4135967195034027
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.2691482901573181
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.22482869029045105
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.37401363253593445
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4501843750476837
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3635818064212799
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.35804492235183716
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.4173051118850708
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4044559895992279
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12593883275985718
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6249191761016846
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4933193624019623
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5715085864067078
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5692166686058044
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5039023756980896
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.026609117165207863
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4304213225841522
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.28116148710250854
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.22725550830364227
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3736182451248169
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.45004764199256897
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3632482886314392
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.35745033621788025
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.4169527292251587
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.40343883633613586
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12507110834121704
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6246888637542725
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.49744051694869995
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5675095319747925
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5864964127540588
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5203081965446472
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.017888300120830536
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.449926495552063
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.29457995295524597
