module_name,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.05842801555991173
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.4824179410934448
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.38227880001068115
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.18175125122070312
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.38914328813552856
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5569097995758057
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.13365155458450317
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.21925288438796997
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.23729795217514038
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.18160971999168396
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.2914656698703766
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.34311044216156006
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.321617066860199
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.21043260395526886
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.33070865273475647
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4344857335090637
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.05813097581267357
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.4826083779335022
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.38716867566108704
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.18028956651687622
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3944580554962158
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5636327266693115
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.1275046169757843
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.227803036570549
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.24608975648880005
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.1826651394367218
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.2916368246078491
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.3428097367286682
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.32110902667045593
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.21007148921489716
