frame_idx,FirstFrame_sim,EndFrame_sim
1,0.0401
2,0.0360
3,0.0220
4,0.0243
5,0.0176
6,0.0256
7,0.0069
8,0.0163
9,0.0198
10,0.0102
11,-0.0115
12,0.0215
13,0.2817
0,0.2837
1,0.4748
2,0.4994
3,0.5025
4,0.5077
5,0.5100
6,0.5131
7,0.5166
8,0.5244
9,0.5257
10,0.5206
11,0.5138
12,0.5310
13,0.3305
0,0.2838
1,0.3088
2,0.4267
3,0.3453
4,0.4380
5,0.3358
6,0.4545
7,0.3544
8,0.4659
9,0.3711
10,0.4436
11,0.3310
12,0.4438
13,0.3492
0,0.1809
1,0.1905
2,0.1811
3,0.1901
4,0.1722
5,0.1943
6,0.1686
7,0.1940
8,0.1685
9,0.1850
10,0.1651
11,0.1969
12,0.1674
13,0.1901
0,0.4819
1,0.5718
2,0.3259
3,0.5198
4,0.2510
5,0.5379
6,0.1954
7,0.5341
8,0.1623
9,0.5087
10,0.1540
11,0.4919
12,0.1075
13,0.6058
0,0.5305
1,0.6539
2,0.5429
3,0.6093
4,0.5297
5,0.6245
6,0.5303
7,0.6067
8,0.5171
9,0.5833
10,0.4825
11,0.6144
12,0.4586
13,0.5130
0,-0.1728
1,-0.1720
2,-0.1027
3,-0.1587
4,-0.1025
5,-0.1494
6,-0.0963
7,-0.1557
8,-0.1007
9,-0.1495
10,-0.1040
11,-0.1599
12,-0.0921
13,-0.1549
0,0.2577
1,0.1907
2,0.1738
3,0.2056
4,0.1817
5,0.2597
6,0.1927
7,0.2631
8,0.2066
9,0.2453
10,0.1621
11,0.2760
12,0.1860
13,0.2685
0,0.3728
1,0.2584
2,0.2318
3,0.2375
4,0.1772
5,0.2764
6,0.1589
7,0.2547
8,0.1916
9,0.2365
10,0.1634
11,0.2084
12,0.2187
13,0.3358
0,0.2348
1,0.2013
2,0.1837
3,0.1617
4,0.1799
5,0.1657
6,0.1681
7,0.1708
8,0.1813
9,0.1461
10,0.1659
11,0.1805
12,0.2111
13,0.1917
0,0.2276
1,0.2805
2,0.3056
3,0.2796
4,0.3113
5,0.2828
6,0.3162
7,0.2722
8,0.3196
9,0.2875
10,0.3131
11,0.2765
12,0.3261
13,0.2820
0,0.3258
1,0.3500
2,0.3293
3,0.3238
4,0.3284
5,0.3479
6,0.3310
7,0.3509
8,0.3341
9,0.3579
10,0.3373
11,0.3675
12,0.3449
13,0.3749
0,0.2414
1,0.2831
2,0.3347
3,0.3195
4,0.3490
5,0.3398
6,0.3570
7,0.3354
8,0.3594
9,0.3310
10,0.3347
11,0.3191
12,0.3382
13,0.2603
0,0.1961
1,0.2143
2,0.2025
3,0.2085
4,0.2001
5,0.2178
6,0.2110
7,0.2243
8,0.2100
9,0.2088
10,0.2068
11,0.2181
12,0.2090
13,0.2187
0,0.3211
1,0.3452
2,0.3351
3,0.3366
4,0.3287
5,0.3370
6,0.3298
7,0.3381
8,0.3290
9,0.3350
10,0.3314
11,0.3367
12,0.3332
13,0.2930
0,0.2856
1,0.4460
2,0.4490
3,0.4519
4,0.4577
5,0.4564
6,0.4621
7,0.4606
8,0.4649
9,0.4588
10,0.4590
11,0.4579
12,0.4607
13,0.3122
0,0.3069
1,0.0397
2,0.0357
3,0.0217
4,0.0241
5,0.0173
6,0.0253
7,0.0067
8,0.0160
9,0.0196
10,0.0100
11,-0.0118
12,0.0213
13,0.2814
0,0.2834
1,0.4749
2,0.4999
3,0.5030
4,0.5082
5,0.5105
6,0.5132
7,0.5172
8,0.5246
9,0.5260
10,0.5207
11,0.5140
12,0.5310
13,0.3299
0,0.2870
1,0.3143
2,0.4310
3,0.3498
4,0.4430
5,0.3392
6,0.4594
7,0.3587
8,0.4711
9,0.3769
10,0.4497
11,0.3352
12,0.4498
13,0.3552
0,0.1806
1,0.1893
2,0.1797
3,0.1883
4,0.1707
5,0.1919
6,0.1671
7,0.1920
8,0.1671
9,0.1832
10,0.1637
11,0.1946
12,0.1661
13,0.1895
0,0.4837
1,0.5723
2,0.3291
3,0.5198
4,0.2606
5,0.5372
6,0.2096
7,0.5343
8,0.1774
9,0.5105
10,0.1632
11,0.4919
12,0.1266
13,0.6062
0,0.5321
1,0.6553
2,0.5514
3,0.6129
4,0.5428
5,0.6288
6,0.5443
7,0.6093
8,0.5295
9,0.5890
10,0.4943
11,0.6171
12,0.4717
13,0.5123
0,-0.1684
1,-0.1662
2,-0.0967
3,-0.1529
4,-0.0960
5,-0.1433
6,-0.0898
7,-0.1496
8,-0.0937
9,-0.1424
10,-0.0954
11,-0.1538
12,-0.0869
13,-0.1501
0,0.2653
1,0.1987
2,0.1826
3,0.2136
4,0.1907
5,0.2667
6,0.2016
7,0.2711
8,0.2161
9,0.2539
10,0.1723
11,0.2838
12,0.1973
13,0.2753
0,0.3842
1,0.2677
2,0.2423
3,0.2432
4,0.1870
5,0.2848
6,0.1694
7,0.2614
8,0.2014
9,0.2443
10,0.1738
11,0.2147
12,0.2292
13,0.3416
0,0.2354
1,0.2045
2,0.1859
3,0.1636
4,0.1804
5,0.1650
6,0.1680
7,0.1705
8,0.1827
9,0.1476
10,0.1671
11,0.1814
12,0.2129
13,0.1923
0,0.2279
1,0.2805
2,0.3062
3,0.2795
4,0.3126
5,0.2828
6,0.3173
7,0.2719
8,0.3196
9,0.2872
10,0.3133
11,0.2760
12,0.3257
13,0.2826
0,0.3262
1,0.3490
2,0.3286
3,0.3219
4,0.3285
5,0.3483
6,0.3316
7,0.3506
8,0.3315
9,0.3564
10,0.3376
11,0.3680
12,0.3456
13,0.3756
0,0.2402
1,0.2827
2,0.3346
3,0.3197
4,0.3480
5,0.3400
6,0.3565
7,0.3349
8,0.3587
9,0.3298
10,0.3344
11,0.3180
12,0.3388
13,0.2593
0,0.1960
1,0.2133
2,0.2017
3,0.2071
4,0.2021
5,0.2174
6,0.2109
7,0.2234
8,0.2089
9,0.2085
10,0.2065
11,0.2178
12,0.2085
13,0.2188
0,0.3196
1,0.3446
2,0.3339
3,0.3364
4,0.3285
5,0.3366
6,0.3298
7,0.3378
8,0.3289
9,0.3348
10,0.3315
11,0.3358
12,0.3328
13,0.2908
