module_name,FirstFrame_sim,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.13489696383476257,0.06306381523609161
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.6299063563346863,0.48656633496284485
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.46984514594078064,0.3764350712299347
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5815466046333313,0.17490635812282562
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5082646608352661,0.365134060382843
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4414258599281311,0.5655210614204407
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04201134666800499,-0.11954088509082794
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3156605660915375,0.1610247790813446
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.19671599566936493,0.21577706933021545
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.21869415044784546,0.1700390875339508
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3776133954524994,0.294181764125824
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5008479356765747,0.3853026330471039
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.3788799047470093,0.3319844603538513
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.373992919921875,0.22248303890228271
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.42863965034484863,0.3402458131313324
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4112863540649414,0.4331744313240051
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.13435561954975128,0.06255637854337692
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.628940224647522,0.4860095679759979
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.47437429428100586,0.38102880120277405
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.5781496167182922,0.17326217889785767
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.5172091126441956,0.37597009539604187
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4493599236011505,0.5730566382408142
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.03785097971558571,-0.11432115733623505
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3252377212047577,0.16856637597084045
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.2059425264596939,0.223164364695549
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.22078093886375427,0.1718251258134842
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3770577609539032,0.2936179041862488
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.5007451176643372,0.38535112142562866
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.37904810905456543,0.33225834369659424
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.37342098355293274,0.22166192531585693
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.4274384379386902,0.33927977085113525
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.41059812903404236,0.4326912462711334
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.13378356397151947,0.06201764568686485
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.627973198890686,0.4854801595211029
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.4790566861629486,0.38583067059516907
