frame_idx,FirstFrame_sim,EndFrame_sim
4,0.1756,0.1292
8,-0.0135,0.0994
5,0.1640,0.1142
9,-0.0535,0.1046
10,0.0084,0.1058
6,0.1755,0.1310
11,-0.0406,0.1199
7,0.1623,0.1140
12,0.0411,0.0988
8,0.1846,0.1289
13,-0.0963,0.0881
9,0.1622,0.1180
10,0.1771,0.1279
11,0.1522,0.1076
12,0.1872,0.1311
13,0.1182,0.0963
0,0.2953,0.3896
1,0.3222,0.4162
2,0.2739,0.3836
3,0.2909,0.3992
4,0.3075,0.4310
5,0.3215,0.4414
6,0.3258,0.4563
7,0.3068,0.4274
8,0.3203,0.4488
9,0.2913,0.4115
10,0.2546,0.3898
11,0.3256,0.4415
12,0.3047,0.4264
13,0.3027,0.4082
0,0.2544,0.1082
1,0.2759,0.1211
2,0.2676,0.1126
3,0.2750,0.1189
4,0.2778,0.1175
5,0.2832,0.1220
6,0.2760,0.1126
7,0.2812,0.1203
8,0.2699,0.1111
9,0.2731,0.1160
10,0.2661,0.1101
11,0.2656,0.1127
0,0.0648,0.0701
12,0.2497,0.1072
1,0.0624,0.0834
13,0.2438,0.1043
2,0.0298,0.0545
3,0.0847,0.0961
4,0.0308,0.0688
5,0.0797,0.0889
6,0.0227,0.0622
7,0.0695,0.0885
8,0.0145,0.0527
9,0.0425,0.0727
10,0.0175,0.0666
11,0.0505,0.0883
12,0.0180,0.0439
13,0.0616,0.0722
0,0.2825,0.2434
1,0.2477,0.2159
2,0.2710,0.2220
3,0.2448,0.2073
4,0.2615,0.2111
5,0.2436,0.2015
6,0.2541,0.2081
7,0.2440,0.2062
8,0.2787,0.2284
9,0.2504,0.2150
10,0.2680,0.2332
11,0.2626,0.2210
12,0.3187,0.2726
13,0.2690,0.2441
0,0.1576,0.0896
1,0.1850,0.0927
2,0.1853,0.1061
3,0.1703,0.0781
4,0.1746,0.0954
5,0.1689,0.0701
6,0.1705,0.0876
7,0.1736,0.0763
8,0.1775,0.0950
9,0.1773,0.0819
10,0.1803,0.0967
11,0.1789,0.0826
12,0.1953,0.1181
13,0.1736,0.0943
0,0.1960,0.0758
1,0.1940,0.0851
2,0.1955,0.0872
3,0.1993,0.0874
4,0.2004,0.0883
5,0.2018,0.0889
6,0.2009,0.0863
7,0.2022,0.0876
8,0.1992,0.0853
9,0.2016,0.0859
10,0.2029,0.0868
11,0.2005,0.0854
12,0.1988,0.0847
0,0.0382,-0.0506
13,0.1964,0.0733
1,0.0688,-0.0504
2,0.0751,-0.0320
3,0.0684,-0.0473
4,0.0730,-0.0356
5,0.0720,-0.0497
6,0.0659,-0.0450
7,0.0772,-0.0430
8,0.0702,-0.0387
9,0.0625,-0.0602
10,0.0612,-0.0517
11,0.0635,-0.0570
12,0.0546,-0.0521
13,0.0774,-0.0349
0,0.1189,0.0988
1,0.1433,0.1042
2,0.1742,0.1305
0,0.1078,0.0344
3,0.1610,0.1201
1,0.0810,0.0319
4,0.1816,0.1340
2,0.0847,0.0313
5,0.1610,0.1126
3,0.0873,0.0295
6,0.1792,0.1294
4,0.0876,0.0282
7,0.1498,0.1038
5,0.0898,0.0279
8,0.1823,0.1217
6,0.0888,0.0267
9,0.1623,0.1134
7,0.0883,0.0261
10,0.1734,0.1230
8,0.0878,0.0253
11,0.1567,0.1066
9,0.0860,0.0242
12,0.1774,0.1218
10,0.0837,0.0236
13,0.1081,0.0900
11,0.0811,0.0242
12,0.0722,0.0213
13,0.1068,0.0274
