module_name,FirstFrame_sim,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18987584114074707,0.25141260027885437
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.30056652426719666,0.542056679725647
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.31927210092544556,0.5502381324768066
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7114651203155518,1.0057072639465332
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.318820059299469,0.6762998700141907
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6793153285980225,0.9901748895645142
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.09051110595464706,-0.05138422176241875
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5614121556282043,0.869372546672821
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.17656566202640533,0.41400888562202454
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.1623001992702484,0.4414213001728058
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.1480598896741867,0.2823616862297058
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.07794610410928726,0.20213696360588074
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.0890699177980423,0.15883135795593262
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.30290594696998596,0.4130512773990631
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3043763339519501,0.41583919525146484
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4229109287261963,0.4726760685443878
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18949641287326813,0.2510574758052826
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3000310957431793,0.541405439376831
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.32387563586235046,0.5543749332427979
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7102051377296448,1.0040826797485352
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3319106698036194,0.697965145111084
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6863051652908325,1.002964735031128
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.07804624736309052,-0.0342649444937706
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5754329562187195,0.885104775428772
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.1813421994447708,0.41986170411109924
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.16541697084903717,0.4440532922744751
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14786790311336517,0.28206294775009155
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.07919474691152573,0.20286069810390472
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.08844087272882462,0.1578647345304489
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3022497892379761,0.4117638170719147
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.30369293689727783,0.4146556556224823
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4241544008255005,0.4737379550933838
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18909423053264618,0.2506815493106842
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2994525730609894,0.5406554341316223
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3287125825881958,0.5586233139038086
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7086310982704163,1.0020678043365479
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3480896055698395,0.7240908145904541
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6942968964576721,1.017549991607666
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.06338170915842056,-0.014039919711649418
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5911771059036255,0.9028963446617126
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.18643231689929962,0.4261535704135895
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.16914910078048706,0.44734063744544983
