module_name,FirstFrame_sim,EndFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18991847336292267,0.2554982602596283
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3033130168914795,0.5487504005432129
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.32466357946395874,0.5632629990577698
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.711036741733551,0.9987919926643372
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.32845166325569153,0.637785017490387
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6683767437934875,0.959362268447876
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.09959002584218979,-0.08033865690231323
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5240049362182617,0.818859338760376
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.08994729071855545,0.3266371786594391
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.13923367857933044,0.42568454146385193
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14829474687576294,0.2800632417201996
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.08239138871431351,0.22331106662750244
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.10208514332771301,0.1664656400680542
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3107067942619324,0.4219880700111389
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3060002624988556,0.41466957330703735
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4203578233718872,0.4694027602672577
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18940286338329315,0.25496456027030945
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3027849793434143,0.5480753183364868
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3294150233268738,0.5678104758262634
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7095412015914917,0.9969249367713928
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3412005603313446,0.6590534448623657
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6763424873352051,0.9732505679130554
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.08858750015497208,-0.06553473323583603
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.536687970161438,0.8336683511734009
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.09389959275722504,0.33168190717697144
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.14216434955596924,0.42820975184440613
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14816363155841827,0.2797163426876068
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.08287316560745239,0.22278526425361633
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.10151829570531845,0.16546964645385742
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.30973199009895325,0.4205397963523865
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.30589255690574646,0.41418570280075073
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.42139238119125366,0.47020223736763
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18887653946876526,0.25441429018974304
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.30221715569496155,0.5473233461380005
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.33446383476257324,0.572601854801178
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.707739531993866,0.9946923851966858
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.3568953275680542,0.684807300567627
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6853126883506775,0.9889370799064636
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.07568095624446869,-0.047998204827308655
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5510882139205933,0.850554347038269
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.09821724146604538,0.33721989393234253
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.14559519290924072,0.43129637837409973
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14815954864025116,0.279487282037735
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.08349792659282684,0.22248129546642303
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.10101353377103806,0.16459238529205322
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3086807131767273,0.4191376864910126
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.30565035343170166,0.41346678137779236
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.42258310317993164,0.4710557758808136
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18835730850696564,0.25385409593582153
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3016242980957031,0.5465274453163147
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.339738667011261,0.5775479674339294
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.705612301826477,0.9920669794082642
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.37608835101127625,0.715837299823761
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6952098608016968,1.0063544511795044
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.060383353382349014,-0.027093546465039253
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5675056576728821,0.8698549270629883
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.10302580893039703,0.3434123992919922
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.14975973963737488,0.4351586103439331
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14837053418159485,0.2794375717639923
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.08435367047786713,0.2226337492465973
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.10054824501276016,0.16387391090393066
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.3078146278858185,0.4179093539714813
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3054349720478058,0.4126729965209961
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.42391055822372437,0.471930593252182
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.1878666877746582,0.25331586599349976
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3009914755821228,0.5456663966178894
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.3450777530670166,0.5824583172798157
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7030789852142334,0.98895663022995
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.39939582347869873,0.7530383467674255
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.7059346437454224,1.025377869606018
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04239826276898384,-0.002420756733044982
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.586155116558075,0.8917609453201294
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.10839889198541641,0.3503727912902832
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.15500526130199432,0.44017690420150757
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.14875778555870056,0.27959463000297546
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.0857708752155304,0.22319035232067108
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.100156269967556,0.16338224709033966
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.30709028244018555,0.4167357087135315
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.305423766374588,0.4120199978351593
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.425370991230011,0.4728422164916992
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18742160499095917,0.2528117895126343
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.3003218472003937,0.5447518229484558
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.35029345750808716,0.5871124863624573
