frame_idx,FirstFrame_sim,EndFrame_sim
1,0.2069
2,0.1898
3,0.1805
4,0.1796
5,0.1794
6,0.1821
7,0.1760
8,0.1758
9,0.1759
10,0.1725
11,0.1741
12,0.1843
13,0.2183
0,0.1978
1,0.2986
2,0.2953
3,0.2982
4,0.2955
5,0.3024
6,0.3086
7,0.3164
8,0.3189
9,0.3228
10,0.3214
11,0.3173
12,0.3164
13,0.2797
0,0.2449
1,0.2931
2,0.3487
3,0.3083
4,0.3591
5,0.2963
6,0.3588
7,0.3007
8,0.3697
9,0.3223
10,0.3474
11,0.3028
12,0.3407
13,0.2858
0,0.6390
1,0.7765
2,0.7250
3,0.7274
4,0.6861
5,0.7513
6,0.6794
7,0.7532
8,0.6773
9,0.7044
10,0.6692
11,0.7520
12,0.6777
13,0.6654
0,0.5396
1,0.5026
2,0.2821
3,0.4876
4,0.1665
5,0.5496
6,0.1463
7,0.5401
8,0.1600
9,0.4315
10,0.0810
11,0.5200
12,0.0557
13,0.6706
0,0.6728
1,0.8374
2,0.6988
3,0.7364
4,0.6394
5,0.7625
6,0.6390
7,0.7509
8,0.6281
9,0.6968
10,0.6130
11,0.7808
12,0.5580
13,0.6102
0,-0.1019
1,-0.0574
2,-0.0654
3,-0.0590
4,-0.0983
5,-0.0465
6,-0.0996
7,-0.0503
8,-0.0934
9,-0.0921
10,-0.0907
11,-0.0616
12,-0.0740
13,-0.1856
0,0.5800
1,0.6066
2,0.4639
3,0.5562
4,0.5116
5,0.6483
6,0.5159
7,0.6520
8,0.5216
9,0.5565
10,0.4403
11,0.6677
12,0.4566
13,0.5670
0,0.2575
1,0.1189
2,0.1475
3,0.1282
4,0.1617
5,0.1323
6,0.1576
7,0.1169
8,0.1592
9,0.1410
10,0.1229
11,0.1180
12,0.1896
13,0.2050
0,0.2026
1,0.1339
2,0.1580
3,0.1333
4,0.1556
5,0.1297
6,0.1641
7,0.1399
8,0.1797
9,0.1458
10,0.1590
11,0.1505
12,0.2054
13,0.2113
0,0.1183
1,0.1652
2,0.1646
3,0.1706
4,0.1581
5,0.1536
6,0.1481
7,0.1550
8,0.1389
9,0.1550
10,0.1581
11,0.1411
12,0.1440
13,0.1396
0,0.0870
1,0.0877
2,0.0685
3,0.0809
4,0.0641
5,0.0865
6,0.0592
7,0.0945
8,0.0603
9,0.0670
10,0.0650
11,0.0841
12,0.0672
13,0.0841
0,0.0837
1,0.0786
2,0.0907
3,0.0937
4,0.0973
5,0.0879
6,0.0889
7,0.0938
8,0.1012
9,0.0886
10,0.0930
11,0.0913
12,0.1065
13,0.0993
0,0.2612
1,0.3132
2,0.2928
3,0.3035
4,0.3018
5,0.3100
6,0.3050
7,0.3116
8,0.3062
9,0.3062
10,0.2997
11,0.3063
12,0.2998
13,0.2790
0,0.2858
1,0.3058
2,0.3029
3,0.3105
4,0.3103
5,0.3181
6,0.3127
7,0.3226
8,0.3158
9,0.3149
10,0.3153
11,0.3185
12,0.3054
13,0.2788
0,0.2677
1,0.4324
2,0.4415
3,0.4453
4,0.4519
5,0.4497
6,0.4526
7,0.4495
8,0.4544
9,0.4485
10,0.4460
11,0.4464
12,0.4343
13,0.2868
0,0.2360
1,0.2063
2,0.1892
3,0.1800
4,0.1791
5,0.1789
6,0.1815
7,0.1755
8,0.1753
9,0.1753
10,0.1720
11,0.1736
12,0.1838
13,0.2186
0,0.1975
1,0.2979
2,0.2948
3,0.2976
4,0.2949
5,0.3018
6,0.3079
7,0.3160
8,0.3184
9,0.3223
10,0.3209
11,0.3169
12,0.3159
13,0.2789
0,0.2480
1,0.2980
2,0.3532
3,0.3127
4,0.3638
5,0.2999
6,0.3633
7,0.3046
8,0.3745
9,0.3272
10,0.3532
11,0.3067
12,0.3456
13,0.2912
0,0.6394
1,0.7748
2,0.7232
3,0.7258
4,0.6845
5,0.7500
6,0.6781
7,0.7517
8,0.6760
9,0.7030
10,0.6673
11,0.7508
12,0.6765
13,0.6655
0,0.5449
1,0.5063
2,0.3009
3,0.4934
4,0.1939
5,0.5537
6,0.1813
7,0.5444
8,0.1983
9,0.4413
10,0.1135
11,0.5257
12,0.0997
13,0.6728
0,0.6747
1,0.8408
2,0.7069
3,0.7405
4,0.6506
5,0.7675
6,0.6508
7,0.7537
8,0.6389
9,0.7027
10,0.6228
11,0.7840
12,0.5721
13,0.6117
0,-0.0921
1,-0.0462
2,-0.0495
3,-0.0437
4,-0.0798
5,-0.0349
6,-0.0824
7,-0.0377
8,-0.0749
9,-0.0759
10,-0.0714
11,-0.0494
12,-0.0620
13,-0.1753
