module_name,FirstFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18792687356472015
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2992265224456787
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.31990596652030945
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7059918642044067
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.36665022373199463
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6874306201934814
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.08398084342479706
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5531571507453918
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.1540210098028183
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.16205358505249023
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.15071389079093933
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.07544640451669693
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.09245456010103226
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.2997313439846039
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.3083806335926056
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.4219211935997009
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.18749873340129852
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2987056076526642
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.32441550493240356
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.7047674655914307
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.38356462121009827
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.6941149830818176
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.06967836618423462
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.5676468014717102
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.15794353187084198
