module_name,FirstFrame_sim
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12971554696559906
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.23306822776794434
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,-0.07285694777965546
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.08963461220264435
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.7806300520896912
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4291432797908783
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.04381242021918297
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.27735626697540283
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.032294388860464096
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.2649856209754944
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.17382286489009857
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.06315739452838898
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.16010379791259766
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.25258946418762207
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.1915714293718338
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.08693919330835342
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12944339215755463
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2326924353837967
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,-0.0707346573472023
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.08987066149711609
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.7880608439445496
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.43701067566871643
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.03389938548207283
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.28735971450805664
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.03429350629448891
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.2658599317073822
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.17371802031993866
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.06581278890371323
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.15909361839294434
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.25149044394493103
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.19055511057376862
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.08711399883031845
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12919899821281433
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.2322257161140442
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,-0.0683298259973526
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.0901113748550415
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.7964924573898315
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4460560381412506
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.022913455963134766
up_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,0.2981801927089691
up_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.03684597462415695
up_blocks.1.attentions.2.temporal_transformer_blocks.0.attn2,0.2669741213321686
up_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.17361050844192505
up_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.06845272332429886
up_blocks.2.attentions.2.temporal_transformer_blocks.0.attn2,0.1581154316663742
up_blocks.3.attentions.0.temporal_transformer_blocks.0.attn2,0.2503003478050232
up_blocks.3.attentions.1.temporal_transformer_blocks.0.attn2,0.1893228143453598
up_blocks.3.attentions.2.temporal_transformer_blocks.0.attn2,0.08724507689476013
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.12893658876419067
down_blocks.0.attentions.0.temporal_transformer_blocks.0.attn2,0.1287868320941925
down_blocks.0.attentions.1.temporal_transformer_blocks.0.attn2,0.23167580366134644
down_blocks.1.attentions.0.temporal_transformer_blocks.0.attn2,-0.0656515508890152
down_blocks.1.attentions.1.temporal_transformer_blocks.0.attn2,0.09035200625658035
down_blocks.2.attentions.0.temporal_transformer_blocks.0.attn2,0.8060560822486877
down_blocks.2.attentions.1.temporal_transformer_blocks.0.attn2,0.4564569592475891
mid_block.attentions.0.temporal_transformer_blocks.0.attn2,-0.010756952688097954
